measurement_time,x_axis,y_axis,z_axis
5371.38,-1144,-66,-107
5371.39,-1215,-61,-92
5371.4,-1197,-98,-19
5371.41,-1183,-128,0
5371.42,-1223,-107,24
5371.43,-1217,-56,-9
5371.45,-901,-44,-45
5371.46,-763,-29,-94
5371.47,-824,1,-81
5371.48,-894,22,-117
5371.49,-855,16,-106
5371.5,-634,4,-162
5371.51,-478,9,-189
5371.52,-399,-13,-176
5371.53,-401,-46,-174
5371.54,-479,-57,-142
5371.55,-637,-63,-156
5371.56,-771,-68,-127
5371.57,-931,-66,-121
5371.58,-1056,-80,-108
5371.59,-1122,-95,-74
5371.6,-1179,-101,-52
5371.61,-1281,-112,-40
5371.62,-1341,-138,-37
5371.63,-1324,-157,-66
5371.64,-1306,-155,-59
5371.65,-1282,-125,-47
5371.67,-1435,-145,-48
5371.679,-1710,-156,-30
5371.69,-1950,-131,11
5371.7,-1880,-128,13
5371.72,-795,-77,-35
5371.73,-399,-59,-47
5371.74,-262,-59,-24
5371.75,-334,-58,-51
5371.76,-549,-70,-29
5371.77,-804,-45,-68
5371.78,-1196,-49,7
5371.79,-1346,-99,-103
5371.8,-1191,-140,-120
5371.81,-1046,-113,-90
5371.82,-920,-138,-213
5371.83,-1068,-156,-156
5371.84,-1104,-155,-297
5371.85,-1113,-163,-271
5371.86,-941,-135,-258
5371.87,-928,-110,-249
5371.88,-1238,-116,-269
5371.89,-1491,-99,-357
5371.9,-1561,-77,-269
5371.91,-1237,-64,-244
5371.92,-865,-50,-79
5371.93,-612,-86,-174
5371.94,-686,-82,-1
5371.95,-873,-60,-156
5371.96,-1167,-69,-59
5371.98,-1526,-28,-164
5371.99,-1672,-3,-225
5372.0,-1545,24,-245
5372.01,-1394,28,-176
5372.02,-1094,-13,-227
5372.03,-814,4,-105
5372.04,-781,22,-179
5372.05,-1286,173,-174
5372.06,-1593,306,-200
5372.07,-1568,337,-219
5372.08,-1438,401,-88
5372.09,-1200,246,-94
5372.1,-1151,351,-185
5372.11,-1193,348,6
5372.12,-945,232,-45
5372.13,-734,166,-68
5372.14,-566,86,-121
5372.15,-565,84,-163
5372.16,-627,133,-113
5372.17,-555,90,-202
5372.19,-599,83,-152
5372.2,-664,107,-232
5372.21,-749,110,-185
5372.22,-775,77,-229
5372.23,-831,70,-214
5372.25,-1277,99,-184
5372.26,-1486,101,-154
5372.27,-1537,72,-127
5372.28,-1563,65,-145
5372.29,-1452,65,-159
5372.3,-1301,82,-264
5372.31,-1274,112,-267
5372.319,-1353,147,-288
5372.33,-1356,165,-271
5372.34,-1103,137,-433
5372.35,-1020,104,-361
5372.36,-890,86,-422
5372.37,-889,69,-327
5372.38,-966,66,-344
5372.39,-1148,38,-279
5372.4,-1359,26,-257
5372.41,-1424,-30,-230
5372.42,-1203,-97,-254
5372.43,-922,-131,-310
5372.44,-793,-108,-327
5372.45,-839,-102,-355
5372.46,-959,-63,-352
5372.47,-1101,-30,-374
5372.48,-1138,0,-408
5372.49,-1153,5,-396
5372.51,-993,8,-375
5372.52,-838,21,-358
5372.53,-718,14,-358
5372.54,-722,31,-323
5372.55,-769,53,-314
5372.56,-805,43,-277
5372.57,-794,25,-245
5372.58,-757,-10,-221
5372.59,-801,-11,-183
5372.6,-911,-42,-162
5372.61,-1027,-89,-124
5372.62,-1220,-132,-98
5372.63,-1441,-169,-40
5372.64,-1556,-164,-10
5372.65,-1655,-124,-30
5372.66,-1862,-113,-10
5372.67,-1947,-97,-45
5372.68,-1738,-98,-49
5372.69,-1320,-86,-64
5372.7,-834,-79,-44
5372.72,-736,-54,-44
5372.73,-1278,-98,-53
5372.74,-1855,-177,-109
5372.75,-1619,-251,-164
5372.76,-852,-153,-159
5372.78,-730,-223,-223
5372.79,-833,-304,-200
5372.8,-503,-190,-167
5372.81,-356,-167,-114
5372.82,-381,-197,-171
5372.83,-370,-153,-150
5372.84,-403,-177,-152
5372.85,-437,-211,-223
5372.86,-467,-209,-196
5372.87,-474,-202,-246
5372.88,-499,-197,-208
5372.89,-513,-182,-232
5372.9,-586,-190,-227
5372.91,-717,-208,-314
5372.92,-834,-201,-365
5372.93,-967,-199,-398
5372.94,-1133,-164,-493
5372.95,-1360,-135,-578
5372.959,-1544,-87,-710
5372.97,-1555,-25,-722
5372.98,-1336,-18,-599
5372.99,-1097,-13,-416
5373.0,-930,-10,-395
5373.01,-777,-44,-293
5373.02,-720,-46,-349
5373.04,-785,-14,-381
5373.05,-877,-26,-316
5373.06,-1036,13,-452
5373.07,-1234,51,-463
5373.08,-1334,78,-515
5373.09,-1248,52,-422
5373.1,-885,52,-382
5373.11,-797,36,-340
5373.12,-1033,76,-425
5373.13,-1315,96,-575
5373.14,-1437,127,-590
5373.15,-1361,150,-587
5373.16,-1092,153,-388
5373.17,-773,88,-321
5373.18,-629,61,-158
5373.19,-630,26,-226
5373.2,-783,16,-139
5373.21,-967,16,-234
5373.22,-1214,18,-168
5373.24,-1298,42,-220
5373.25,-1301,51,-178
5373.26,-1314,87,-215
5373.27,-1189,58,-186
5373.28,-999,44,-171
5373.29,-795,10,-111
5373.31,-988,36,-110
5373.32,-1060,76,-69
5373.33,-1101,73,-21
5373.34,-1243,57,66
5373.35,-1394,44,77
5373.36,-1568,50,140
5373.37,-1607,66,129
5373.38,-1544,54,179
5373.39,-1340,54,121
5373.4,-1135,52,123
5373.41,-991,45,92
5373.42,-921,25,68
5373.43,-942,6,56
5373.44,-955,2,26
5373.45,-1025,1,29
5373.46,-1111,-15,6
5373.47,-1209,-33,-17
5373.48,-1305,-47,-23
5373.49,-1324,-38,-45
5373.5,-1300,-65,7
5373.51,-1268,-71,68
5373.52,-1125,-112,32
5373.53,-848,-156,33
5373.54,-470,-88,30
5373.55,-286,-65,-2
5373.57,-991,-133,151
5373.58,-844,-147,128
5373.59,-464,-87,11
5373.599,-421,-98,86
5373.61,-467,-135,-41
5373.62,-566,-152,74
5373.63,-450,-70,-79
5373.64,-783,-105,57
5373.65,-1199,-134,-121
5373.66,-1464,-92,-3
5373.67,-1575,-91,-90
5373.68,-1800,-105,-149
5373.69,-2020,-122,-270
5373.7,-2008,-120,-368
5373.71,-1701,-66,-395
5373.72,-1291,-16,-334
5373.73,-916,-19,-228
5373.74,-746,-290,-324
5373.75,-622,-208,-314
5373.77,-878,35,-355
5373.78,-978,-11,-404
5373.79,-665,-80,-285
5373.8,-597,-39,-200
5373.81,-599,11,-223
5373.82,-583,-19,-127
5373.84,-760,-12,-197
5373.85,-1020,34,-178
5373.86,-1203,91,-216
5373.87,-1314,117,-200
5373.88,-1332,129,-174
5373.89,-1206,138,-141
5373.9,-1029,108,-120
5373.91,-743,37,-139
5373.92,-608,51,-145
5373.93,-571,78,-96
5373.94,-524,60,-98
5373.95,-544,63,-82
5373.96,-669,106,-103
5373.97,-821,141,-83
5373.98,-902,132,-106
5373.99,-931,121,-100
5374.0,-1111,116,-71
5374.01,-1384,96,-35
5374.02,-1592,59,-22
5374.03,-1677,21,-7
5374.04,-1629,-29,8
5374.05,-1467,-56,10
5374.06,-1374,-57,30
5374.07,-1361,-42,25
5374.08,-1389,-26,31
5374.1,-914,-36,-2
5374.11,-671,-45,-48
5374.12,-569,-40,-21
5374.13,-558,-38,-62
5374.14,-634,-23,-38
5374.15,-720,-43,-50
5374.16,-824,-73,-15
5374.17,-989,-92,6
5374.18,-1246,-96,71
5374.19,-1541,-121,94
5374.2,-1810,-136,132
5374.21,-1873,-111,143
5374.22,-1737,-78,129
5374.23,-1546,-55,48
5374.239,-1378,-39,16
5374.25,-1298,-43,-1
5374.26,-1446,-25,23
5374.27,-1651,-20,0
5374.29,-1609,-11,29
5374.3,-1072,-28,0
5374.31,-679,-39,-7
5374.32,-462,-46,8
5374.33,-259,-55,-22
5374.34,-236,-51,3
5374.35,-352,-92,-43
5374.37,-386,-126,-67
5374.38,-378,-135,-82
5374.39,-409,-142,-87
5374.4,-502,-162,-149
5374.41,-641,-187,-225
5374.42,-816,-183,-351
5374.43,-890,-151,-377
5374.44,-913,-99,-406
5374.45,-1044,-27,-421
5374.46,-1248,55,-532
5374.47,-1455,136,-564
5374.48,-1422,171,-497
5374.49,-1183,122,-265
5374.5,-971,111,-258
5374.51,-924,94,-134
5374.52,-861,71,-197
5374.53,-1003,84,-113
5374.54,-1204,143,-168
5374.55,-1323,154,-86
5374.56,-1275,146,-78
5374.57,-1261,136,-31
5374.58,-1204,129,13
5374.59,-1107,123,9
5374.6,-1103,136,69
5374.61,-1082,138,61
5374.63,-1007,131,78
5374.64,-777,64,40
5374.65,-850,95,9
5374.66,-1042,107,126
5374.67,-1188,160,164
5374.68,-1234,156,184
5374.69,-1044,52,227
5374.7,-886,0,81
5374.71,-802,-30,176
5374.72,-720,-16,0
5374.73,-820,13,112
5374.74,-907,78,-30
5374.75,-994,133,64
5374.76,-931,136,-99
5374.77,-935,104,2
5374.78,-909,72,-99
5374.79,-928,29,-5
5374.8,-911,14,-50
5374.82,-872,-14,12
5374.83,-805,-18,-35
5374.84,-870,-2,-5
5374.85,-1062,10,-13
5374.86,-1193,23,6
5374.87,-1249,-2,-11
5374.879,-1259,-43,22
5374.9,-1288,-108,13
5374.91,-1416,-151,8
5374.92,-1624,-179,10
5374.93,-1739,-140,23
5374.94,-1687,-125,10
5374.95,-1580,-100,12
5374.96,-1565,-66,11
5374.97,-1509,-48,-25
5374.98,-1389,-28,44
5374.99,-1277,-68,-89
5375.0,-1321,-117,-156
5375.01,-1037,-149,-206
5375.02,-762,-149,-165
5375.03,-570,-141,-111
5375.04,-423,-101,-109
5375.05,-395,-149,-139
5375.06,-381,-55,-36
5375.07,-404,-115,-190
5375.08,-534,-136,-60
5375.09,-566,-117,-253
5375.1,-702,-121,-107
5375.11,-792,-84,-245
5375.12,-1071,-51,-103
5375.13,-1424,-24,-183
5375.14,-1791,-12,-14
5375.16,-1897,-41,64
5375.17,-1740,-60,44
5375.18,-1626,-60,4
5375.19,-1570,-1,73
5375.2,-1608,0,32
5375.21,-1653,37,200
5375.22,-1411,109,170
5375.23,-1033,90,311
5375.24,-854,90,162
5375.25,-919,72,415
5375.26,-683,66,193
5375.27,-557,81,286
5375.28,-452,29,130
5375.29,-563,28,321
5375.3,-616,50,261
5375.31,-573,36,312
5375.32,-457,12,199
5375.34,-460,-14,221
5375.35,-549,-27,305
5375.36,-620,-40,301
5375.37,-636,-72,331
5375.38,-609,-107,261
5375.39,-630,-137,258
5375.4,-640,-154,224
5375.41,-711,-194,239
5375.43,-956,-301,289
5375.44,-1076,-345,290
5375.45,-1096,-357,233
5375.46,-1118,-371,168
5375.47,-1172,-387,124
5375.48,-1156,-368,24
5375.49,-1240,-352,22
5375.5,-1350,-352,-8
5375.51,-1457,-338,-38
5375.519,-1508,-306,-77
5375.53,-1518,-279,-126
5375.54,-1367,-236,-152
5375.55,-1178,-210,-182
5375.56,-1163,-217,-184
5375.57,-1170,-224,-197
5375.58,-1088,-239,-200
5375.59,-1077,-306,-198
5375.6,-1065,-365,-190
5375.61,-975,-396,-204
5375.62,-897,-390,-200
5375.63,-895,-400,-230
5375.64,-961,-407,-236
5375.65,-1015,-401,-276
5375.66,-1030,-336,-294
5375.67,-1048,-245,-318
5375.69,-917,-139,-289
5375.7,-864,-113,-219
5375.71,-799,-87,-211
5375.72,-745,-89,-177
5375.73,-765,-60,-180
5375.74,-792,-66,-148
5375.75,-707,-56,-199
5375.76,-635,-57,-212
5375.77,-669,-65,-201
5375.78,-805,-83,-191
5375.79,-931,-45,-208
5375.8,-983,-44,-227
5375.81,-1066,-46,-249
5375.82,-1141,-14,-285
5375.83,-1192,-22,-310
5375.84,-1228,-44,-270
5375.85,-1252,-44,-300
5375.87,-1277,-67,-179
5375.88,-1279,-74,-156
5375.89,-1250,-69,-94
5375.9,-1152,-60,-92
5375.91,-1004,-63,-106
5375.92,-1028,-14,-69
5375.93,-1250,53,-99
5375.94,-1573,143,-124
5375.96,-1138,229,-191
5375.97,-821,221,-141
5375.98,-799,292,-125
5375.99,-764,257,-170
5376.0,-664,214,-115
5376.01,-673,276,-75
5376.02,-767,316,-18
5376.03,-704,219,27
5376.04,-558,156,55
5376.05,-457,118,25
5376.06,-602,178,85
5376.07,-649,188,119
5376.08,-517,111,51
5376.09,-502,94,66
5376.1,-592,105,55
5376.11,-814,141,171
5376.12,-956,137,138
5376.13,-989,92,188
5376.14,-1042,61,159
5376.15,-1191,28,255
5376.159,-1321,-23,232
5376.17,-1409,-84,291
5376.18,-1589,-165,355
5376.19,-1857,-282,455
5376.2,-1962,-395,536
5376.22,-1435,-455,342
5376.23,-1084,-443,137
5376.24,-937,-408,181
5376.25,-725,-383,29
5376.26,-673,-350,104
5376.27,-575,-327,1
5376.28,-509,-276,14
5376.29,-532,-209,-4
5376.3,-648,-171,41
5376.31,-776,-223,176
5376.32,-705,-221,165
5376.33,-497,-193,8
5376.34,-520,-201,23
5376.35,-718,-255,102
5376.36,-798,-278,139
5376.37,-683,-215,-17
5376.39,-665,-225,-36
5376.4,-709,-236,22
5376.41,-707,-255,-89
5376.42,-729,-232,11
5376.43,-836,-217,-110
5376.44,-1055,-216,36
5376.45,-1202,-189,-59
5376.46,-1325,-171,-33
5376.47,-1349,-126,-103
5376.49,-1363,-89,-127
5376.5,-1339,-64,-131
5376.51,-1324,-53,-98
5376.52,-1262,-52,-111
5376.53,-1272,-82,-114
5376.54,-1328,-122,-125
5376.55,-1401,-112,-169
5376.56,-1475,-100,-216
5376.57,-1482,-116,-288
5376.58,-1410,-136,-329
5376.59,-1237,-216,-356
5376.6,-1115,-280,-386
5376.61,-1169,-288,-369
5376.62,-1382,-240,-280
5376.63,-1565,-203,-288
5376.64,-1542,-177,-249
5376.65,-1252,-160,-277
5376.66,-919,-160,-282
5376.67,-733,-144,-322
5376.68,-719,-105,-299
5376.69,-834,-59,-285
5376.7,-946,-40,-252
5376.71,-1008,-45,-221
5376.72,-1047,-53,-209
5376.73,-986,-58,-187
5376.75,-846,-67,-146
5376.76,-805,-64,-89
5376.77,-731,-68,-128
5376.78,-738,-76,-91
5376.79,-803,-42,-114
5376.799,-919,-29,-107
5376.81,-1086,-15,-116
5376.82,-1222,29,-138
5376.83,-1094,72,-103
5376.84,-795,89,-128
5376.85,-655,75,-68
5376.86,-720,116,-107
5376.87,-919,180,-45
5376.88,-920,221,-59
5376.89,-829,190,-18
5376.9,-751,163,20
5376.92,-749,168,-3
5376.93,-720,160,36
5376.94,-684,162,-20
5376.95,-732,181,39
5376.96,-737,178,6
5376.97,-756,170,28
5376.98,-745,156,4
5376.99,-793,153,4
5377.0,-829,161,7
5377.02,-826,97,-15
5377.03,-830,80,-32
5377.04,-878,64,-20
5377.05,-998,61,-19
5377.06,-1110,66,20
5377.07,-1140,29,14
5377.08,-1202,18,43
5377.09,-1344,-9,82
5377.1,-1423,-19,119
5377.11,-1497,-54,174
5377.12,-1559,-84,215
5377.13,-1569,-111,267
5377.14,-1472,-150,240
5377.15,-1255,-197,194
5377.16,-962,-198,70
5377.17,-837,-148,-14
5377.18,-844,-129,35
5377.19,-867,-58,16
5377.2,-769,-39,-24
5377.21,-666,-22,-96
5377.22,-658,18,-91
5377.23,-691,59,-56
5377.24,-658,76,-53
5377.25,-562,33,-66
5377.26,-524,26,-49
5377.28,-657,99,12
5377.29,-779,147,70
5377.3,-814,143,103
5377.31,-776,118,90
5377.32,-741,92,114
5377.33,-763,74,131
5377.34,-745,28,158
5377.35,-668,-15,92
5377.36,-645,-20,115
5377.37,-639,-9,58
5377.38,-613,-31,56
5377.39,-605,-26,7
5377.4,-652,-9,29
5377.41,-728,8,5
5377.42,-877,35,56
5377.439,-1026,38,89
5377.45,-1161,-13,121
5377.46,-1279,-75,136
5377.47,-1353,-142,141
5377.48,-1387,-195,113
5377.49,-1431,-206,80
5377.5,-1436,-200,4
5377.51,-1390,-195,-36
5377.52,-1405,-183,-103
5377.53,-1486,-226,-77
5377.55,-1572,-295,-132
5377.56,-1399,-262,-206
5377.57,-1225,-206,-217
5377.58,-1111,-178,-193
5377.59,-1034,-146,-199
5377.6,-1020,-125,-145
5377.61,-1011,-112,-184
5377.62,-1037,-110,-143
5377.63,-1064,-118,-185
5377.64,-1154,-129,-178
5377.65,-1187,-140,-194
5377.66,-1271,-144,-176
5377.67,-1361,-151,-153
5377.68,-1500,-140,-95
5377.69,-1550,-121,-118
5377.7,-1509,-129,-79
5377.71,-1517,-97,-33
5377.72,-1476,-65,-73
5377.73,-1250,-62,-29
5377.74,-843,-49,-86
5377.75,-666,-46,-16
5377.76,-960,-44,-70
5377.77,-1381,-55,-12
5377.78,-1253,-57,-46
5377.79,-781,-49,-37
5377.81,-375,-44,-58
5377.82,-452,-56,-17
5377.83,-575,-64,-42
5377.84,-768,-29,-54
5377.85,-928,36,-158
5377.86,-718,59,-75
5377.87,-658,75,-128
5377.88,-819,161,-101
5377.89,-902,278,-81
5377.9,-870,252,-32
5377.91,-715,286,27
5377.92,-686,254,43
5377.93,-823,261,130
5377.94,-784,259,200
5377.96,-639,190,70
5377.97,-672,142,232
5377.98,-775,166,133
5377.99,-870,131,317
5378.0,-789,112,138
5378.01,-802,54,229
5378.02,-855,-8,182
5378.03,-847,-41,160
5378.04,-920,-29,115
5378.05,-1205,-34,222
5378.06,-1429,-66,207
5378.079,-1479,-162,118
5378.09,-1452,-210,104
5378.1,-1436,-247,43
5378.11,-1393,-298,78
5378.12,-1310,-340,22
5378.13,-1233,-364,27
5378.14,-1202,-373,-26
5378.15,-1251,-352,-31
5378.16,-1278,-360,-67
5378.17,-1151,-368,-102
5378.18,-1187,-377,-207
5378.19,-1315,-353,-203
5378.2,-1277,-280,-339
5378.21,-1273,-239,-343
5378.22,-1225,-198,-382
5378.23,-1220,-156,-374
5378.24,-1134,-141,-331
5378.25,-1011,-117,-338
5378.26,-910,-103,-296
5378.27,-822,-87,-322
5378.28,-744,-65,-305
5378.29,-680,-32,-327
5378.3,-781,-22,-305
5378.31,-934,-26,-286
5378.32,-992,-36,-267
5378.34,-1079,-104,-220
5378.35,-1127,-130,-229
5378.36,-1187,-142,-220
5378.37,-1311,-148,-257
5378.38,-1438,-166,-272
5378.39,-1477,-183,-313
5378.4,-1317,-175,-334
5378.41,-1138,-139,-339
5378.42,-986,-114,-352
5378.43,-890,-74,-333
5378.44,-797,-32,-343
5378.45,-770,-50,-266
5378.46,-779,-50,-224
5378.47,-980,-55,-179
5378.49,-1331,-52,-133
5378.5,-1717,-71,-146
5378.51,-1950,-82,-80
5378.52,-1917,-62,-229
5378.53,-1734,-83,-336
5378.54,-1497,-91,-300
5378.55,-1192,-83,-413
5378.56,-794,-85,-238
5378.57,-791,-103,-486
5378.58,-1060,-156,-408
5378.59,-894,-161,-564
5378.61,-726,-111,-341
5378.62,-740,-164,-566
5378.63,-717,-128,-301
5378.64,-582,-95,-393
5378.65,-614,-87,-252
5378.66,-754,-111,-417
5378.67,-736,-118,-356
5378.68,-761,-106,-312
5378.69,-1005,-58,-464
5378.7,-1138,-57,-399
5378.71,-1170,-94,-393
5378.719,-1330,-61,-378
5378.73,-1502,-10,-439
5378.74,-1612,43,-368
5378.75,-1600,77,-433
5378.76,-1675,148,-353
5378.77,-1796,263,-451
5378.78,-1821,321,-375
5378.79,-1602,292,-394
5378.8,-1358,236,-339
5378.81,-1113,163,-320
5378.82,-986,115,-337
5378.83,-921,95,-322
5378.84,-914,112,-368
5378.85,-846,85,-340
5378.87,-646,41,-334
5378.88,-699,100,-393
5378.89,-752,144,-387
5378.9,-728,170,-513
5378.91,-692,178,-406
5378.92,-627,175,-444
5378.93,-656,168,-422
5378.94,-669,256,-476
5378.95,-613,250,-426
5378.96,-545,200,-337
5378.97,-557,163,-273
5378.98,-692,220,-312
5378.99,-830,293,-424
5379.01,-893,294,-397
5379.02,-883,227,-380
5379.03,-987,195,-325
5379.04,-1205,185,-368
5379.05,-1460,163,-362
5379.06,-1553,148,-297
5379.07,-1478,142,-223
5379.08,-1306,159,-89
5379.09,-1081,193,4
5379.1,-985,182,66
5379.11,-1103,120,47
5379.12,-1445,47,-22
5379.14,-1849,0,34
5379.15,-1685,5,104
5379.16,-1325,40,23
5379.17,-1040,32,76
5379.18,-959,50,27
5379.19,-1053,39,43
5379.2,-1121,22,2
5379.21,-1262,-8,-11
5379.22,-1362,-25,-23
5379.23,-1373,-52,-43
5379.24,-1326,-57,-21
5379.25,-1250,-56,-60
5379.26,-1281,-57,-34
5379.27,-1330,-65,-68
5379.28,-1331,-72,-56
5379.29,-1313,-73,-80
5379.3,-1339,-66,-66
5379.31,-1283,-66,-81
5379.32,-1111,-65,-71
5379.33,-941,-70,-70
5379.34,-893,-65,-66
5379.35,-1038,-74,-60
5379.359,-1140,-72,-72
5379.37,-1071,-74,-64
5379.38,-891,-73,-63
5379.4,-693,-68,-56
5379.41,-698,-73,-48
5379.42,-784,-73,-50
5379.43,-870,-89,-43
5379.44,-969,-68,-44
5379.45,-1248,2,-145
5379.46,-1685,93,-284
5379.47,-1694,248,-416
5379.48,-1373,350,-432
5379.49,-1102,201,-218
5379.5,-802,160,-355
5379.51,-685,188,-176
5379.52,-674,216,-204
5379.54,-654,168,-325
5379.55,-650,204,-135
5379.56,-584,184,-306
5379.57,-548,103,-135
5379.58,-408,78,-179
5379.59,-382,44,-59
5379.6,-416,61,-131
5379.61,-552,121,-155
5379.62,-564,91,-131
5379.63,-577,130,-156
5379.64,-627,143,-99
5379.65,-707,154,-158
5379.67,-1054,342,-110
5379.68,-1239,357,-40
5379.69,-1196,292,-36
5379.7,-1234,250,81
5379.71,-1410,290,83
5379.72,-1508,286,223
5379.73,-1437,170,147
5379.74,-1529,150,121
5379.75,-1776,203,125
5379.76,-2061,232,93
5379.77,-2062,103,88
5379.78,-1784,13,28
5379.79,-1414,-44,-55
5379.8,-1150,-67,-7
5379.81,-948,-100,-108
5379.82,-1004,-106,2
5379.83,-1096,-81,-59
5379.84,-1227,-66,39
5379.85,-1242,-54,-4
5379.86,-1220,-55,2
5379.87,-1104,-74,-44
5379.88,-907,-109,-63
5379.89,-683,-105,-143
5379.9,-630,-89,-178
5379.91,-805,-19,-129
5379.93,-989,164,-117
5379.94,-818,180,-245
5379.95,-723,202,-214
5379.96,-668,211,-269
5379.97,-671,194,-245
5379.98,-765,223,-251
5379.99,-903,219,-233
5379.999,-1015,266,-234
5380.01,-1063,256,-252
5380.02,-1189,269,-217
5380.03,-1347,214,-208
5380.04,-1583,156,-133
5380.06,-1800,76,-109
5380.07,-1881,-5,-67
5380.08,-1721,-66,-113
5380.09,-1488,-114,-95
5380.1,-1331,-126,-77
5380.11,-1311,-129,-41
5380.12,-1203,-106,-49
5380.13,-1071,-112,-10
5380.14,-966,-108,-19
5380.15,-913,-97,21
5380.16,-873,-75,-10
5380.17,-904,-59,-9
5380.19,-981,-57,-46
5380.2,-1059,-34,-49
5380.21,-1133,-43,-56
5380.22,-1259,-40,-35
5380.23,-1401,-30,-52
5380.24,-1463,-22,-30
5380.25,-1396,-52,-33
5380.26,-1330,-135,-29
5380.27,-1080,-200,-80
5380.28,-786,-159,-3
5380.29,-722,-165,-91
5380.3,-682,-223,-25
5380.31,-753,-273,-126
5380.32,-727,-265,-81
5380.33,-615,-204,-107
5380.34,-651,-222,-123
5380.35,-661,-196,-100
5380.36,-654,-186,-132
5380.37,-699,-166,-90
5380.38,-674,-131,-155
5380.39,-660,-112,-82
5380.4,-707,-119,-163
5380.41,-771,-117,-117
5380.42,-819,-88,-215
5380.43,-960,-50,-215
5380.45,-1086,66,-350
5380.46,-1101,137,-379
5380.47,-1071,197,-406
5380.48,-952,231,-311
5380.49,-847,210,-327
5380.5,-818,207,-283
5380.51,-796,239,-325
5380.52,-842,266,-247
5380.53,-860,279,-294
5380.54,-830,243,-142
5380.55,-736,184,-190
5380.56,-691,147,-101
5380.57,-612,112,-188
5380.59,-552,58,-107
5380.6,-579,6,-198
5380.61,-867,134,-200
5380.62,-1193,218,-239
5380.63,-1472,203,-210
5380.639,-1640,215,-102
5380.65,-1584,181,-14
5380.66,-1418,156,85
5380.67,-1234,110,49
5380.68,-1158,55,-16
5380.69,-1181,22,-90
5380.7,-1359,-2,-64
5380.72,-1994,-21,35
5380.73,-1945,-3,183
5380.74,-1456,2,223
5380.75,-979,-3,254
5380.76,-678,-23,93
5380.77,-507,-43,59
5380.78,-482,-55,-10
5380.79,-579,-61,19
5380.8,-696,-62,6
5380.81,-837,-57,49
5380.82,-921,-52,91
5380.83,-921,-39,126
5380.84,-876,-36,155
5380.85,-857,-40,135
5380.86,-847,-38,130
5380.87,-956,-46,135
5380.88,-968,-49,178
5380.89,-926,-51,170
5380.9,-1115,-41,239
5380.91,-1436,-40,206
5380.92,-1815,-40,176
5380.93,-1987,-30,97
5380.94,-1867,-19,86
5380.95,-1651,-14,23
5380.96,-1527,1,14
5380.98,-1284,-3,-44
5380.99,-1160,6,-65
5381.0,-995,-1,-65
5381.01,-1236,-93,-116
5381.02,-1695,-117,-214
5381.03,-1658,-252,-243
5381.04,-1135,-262,-308
5381.05,-716,-177,-68
5381.06,-599,-43,-246
5381.07,-902,-176,-87
5381.08,-958,-292,-305
5381.09,-795,-200,-143
5381.11,-638,-158,-182
5381.12,-795,-170,-223
5381.13,-697,-136,-203
5381.14,-674,-162,-161
5381.15,-630,-87,-172
5381.16,-726,-84,-120
5381.17,-1050,-103,-256
5381.18,-1266,-109,-202
5381.19,-1377,-91,-176
5381.2,-1619,-57,-152
5381.21,-1882,-45,-142
5381.22,-1905,-36,-112
5381.23,-1608,-34,-156
5381.25,-1234,21,-246
5381.26,-1384,80,-112
5381.27,-1294,115,-308
5381.279,-1087,114,-118
5381.29,-1021,144,-243
5381.3,-1115,214,-197
5381.31,-1011,256,-247
5381.32,-826,146,-161
5381.33,-714,174,-220
5381.34,-772,264,-112
5381.35,-704,232,-216
5381.36,-698,226,-111
5381.37,-718,312,-147
5381.38,-687,309,-125
5381.39,-578,208,-85
5381.4,-491,170,-144
5381.41,-473,155,-73
5381.42,-426,120,-146
5381.43,-448,128,-94
5381.44,-472,160,-165
5381.45,-518,164,-106
5381.46,-551,195,-104
5381.47,-552,187,-142
5381.48,-580,168,-118
5381.49,-619,192,-180
5381.51,-800,240,-230
5381.52,-969,250,-159
5381.53,-1270,290,-265
5381.54,-1708,337,-215
5381.55,-2036,279,-261
5381.56,-2194,144,-220
5381.57,-2095,2,-200
5381.58,-1793,-73,-210
5381.59,-1411,-87,-220
5381.6,-1134,-76,-225
5381.61,-1019,-64,-246
5381.62,-925,-54,-244
5381.64,-857,-61,-275
5381.65,-938,-90,-245
5381.66,-1066,-117,-246
5381.67,-1175,-156,-211
5381.68,-1148,-203,-194
5381.69,-1153,-241,-181
5381.7,-1361,-262,-182
5381.71,-1589,-250,-178
5381.72,-1731,-198,-173
5381.73,-1749,-105,-157
5381.74,-1569,-68,-155
5381.75,-1464,4,-179
5381.76,-1477,25,-168
5381.78,-1704,53,-196
5381.79,-1651,49,-171
5381.8,-1314,-50,-168
5381.81,-946,-55,-82
5381.82,-662,-65,-150
5381.83,-482,-85,-85
5381.84,-464,-95,-171
5381.85,-656,-123,-113
5381.86,-832,-134,-133
5381.87,-894,-140,-111
5381.88,-893,-142,-100
5381.89,-844,-137,-119
5381.9,-923,-138,-89
5381.91,-1095,-142,-112
5381.919,-1226,-148,-67
5381.93,-1284,-138,-77
5381.94,-1347,-126,-103
5381.95,-1385,-146,-199
5381.96,-1447,-140,-194
5381.97,-1454,-156,-425
5381.98,-1429,-168,-416
5381.99,-1347,-185,-563
5382.0,-1257,-181,-529
5382.01,-1114,-185,-539
5382.02,-1013,-157,-451
5382.04,-733,-126,-303
5382.05,-625,-115,-245
5382.06,-652,-112,-225
