measurement_time,x_axis,y_axis,z_axis
2181.76,-2,7,-3
2181.8,-3,7,-3
2182.55,-2,7,-3
2182.59,-2,7,-2
2182.63,-3,7,-3
2182.68,-3,7,-3
2182.72,-3,7,-3
2182.76,-3,7,-3
2182.8,-2,7,-3
2182.84,-2,7,-3
2182.88,-2,7,-3
2182.94,-2,7,-3
2183.69,-2,7,-3
2183.74,-2,7,-3
2183.78,-2,7,-3
2183.82,-2,7,-3
2183.86,-2,7,-3
2183.9,-2,7,-3
2183.94,-2,7,-3
2184.0,-2,7,-3
2184.04,-2,7,-3
2184.08,-2,7,-3
2185.39,-2,7,-3
2185.43,-2,7,-2
2185.47,-2,7,-3
2185.51,-2,7,-3
2185.56,-2,7,-3
2185.61,-2,7,-3
2185.65,-2,7,-3
2185.69,-2,7,-3
2185.73,-2,7,-3
2185.77,-2,7,-3
2186.51,-3,8,-3
2186.55,-2,7,-3
2186.59,-2,7,-3
2186.65,-2,7,-3
2186.69,-2,7,-3
2186.73,-2,7,-3
2186.77,-2,7,-3
2186.81,-2,7,-3
2186.85,-2,7,-3
2186.89,-2,7,-3
2187.64,-2,7,-3
2187.69,-2,7,-3
2187.74,-2,7,-3
2187.78,-2,7,-3
2187.82,-2,7,-3
2187.86,-2,7,-3
2187.9,-2,7,-3
2187.94,-2,7,-3
2187.99,-2,7,-3
2188.03,-2,7,-3
2188.79,-2,7,-3
2188.83,-2,7,-3
2188.87,-2,7,-3
2188.91,-2,7,-3
2188.95,-2,7,-3
2188.99,-2,7,-3
2189.04,-2,7,-3
2189.08,-3,7,-3
2189.12,-2,7,-3
2189.16,-2,7,-3
2189.91,-3,8,-3
2189.95,-2,7,-3
2189.99,-2,7,-3
2190.03,-2,7,-3
2190.08,-2,7,-3
2190.12,-2,7,-3
2190.16,-2,7,-3
2190.2,-2,7,-3
2190.24,-2,7,-3
2190.28,-2,7,-3
2191.07,-2,7,-3
2191.12,-2,7,-3
2191.18,-2,7,-3
2191.23,-2,7,-3
2191.28,-2,7,-3
2191.33,-2,7,-3
2191.39,-2,7,-3
2191.45,-2,7,-3
2191.5,-2,7,-3
2191.55,-2,7,-3
2192.21,-2,7,-3
2192.25,-2,7,-3
2192.29,-2,7,-3
2192.33,-2,7,-3
2192.37,-2,6,-3
2192.41,-2,7,-3
2192.47,-2,7,-3
2192.51,-2,7,-3
2192.55,-2,7,-3
2192.59,-2,7,-3
2193.32,-2,7,-3
2193.36,-2,7,-3
2193.4,-2,7,-3
2193.44,-3,7,-3
2193.48,-2,7,-3
2193.54,-2,7,-3
2193.58,-2,7,-3
2193.62,-2,7,-3
2193.66,-2,7,-3
2193.7,-2,7,-3
2194.44,-2,7,-3
2194.48,-1,7,-3
2194.52,-2,7,-3
2194.56,-2,7,-3
2194.62,-2,7,-3
2194.66,-2,7,-3
2194.7,-2,7,-3
2194.74,-2,7,-3
2194.78,-2,7,-3
2194.82,-2,7,-3
2195.56,-2,7,-3
2195.6,-2,7,-3
2195.66,-2,7,-3
2195.7,-2,7,-3
2195.74,-2,7,-3
2195.78,-2,7,-3
2195.82,-2,7,-3
2195.86,-2,7,-3
2195.91,-2,7,-3
2195.95,-2,7,-3
2196.72,-2,7,-3
2196.76,-2,7,-3
2196.8,-2,7,-3
2196.84,-2,7,-3
2196.88,-3,7,-3
2196.92,-2,7,-3
2196.97,-2,7,-3
2197.01,-2,7,-3
2197.05,-2,7,-3
2197.09,-2,7,-3
2197.86,-2,7,-3
2197.91,-2,7,-3
2197.96,-2,7,-3
2198.01,-2,7,-3
2198.07,-2,7,-3
2198.12,-2,7,-3
2198.17,-2,7,-3
2198.22,-2,7,-3
2198.27,-2,7,-3
2198.34,-2,7,-3
2201.23,24,-8,244
2201.27,90,25,140
2201.31,184,55,171
2201.35,-5,2,18
2201.39,-2,7,-3
2201.43,-2,7,-3
2201.49,-2,7,-3
2201.53,-2,7,-3
2201.57,-2,6,-3
2201.61,-2,7,-2
2247.16,-2,7,-3
2247.2,-2,7,-3
